Station,Year,max_temp,min_temp,humadity,Total Rainfall (mm),Cloud Coverage (Octs),Sunshine (Hours),Wind Speed (m/s),Amon_area,Amon_production,Aus_area,Aus_production,Jute_area,Jute_production
Rangpur,1985,29.67,19.66083333,80.79416667,240.1666667,3.306666667,6.486666667,1.24,1386395,927940,841710,275837,360360,1113100
Sandwip,1985,29.07416667,22.495,84.58583333,300.9166667,3.5525,,1.700833333,,,,,,
Satkhira,1985,32.41,21.57166667,70.65,125.3333333,3.979166667,7.4,3.628333333,,,,,,
Sitakunda,1985,29.89833333,21.35916667,73.17666667,227.8333333,4.136666667,4.458333333,2.059166667,,,,,,
Srimongal,1985,30.29166667,19.54333333,81.37166667,162.5833333,3.0675,,0.6675,,,,,,
Syedpur,1985,,,,0,,,,,,,,,
Sylhet,1985,29.64083333,20.215,79.4175,334.25,4.38,6.684166667,1.085833333,992270,505570,393100,157785,4810,10100
Tangail,1985,,,,0,,,,380745,158900,224575,71039,68260,196775
Teknaf,1985,29.99,21.8625,73.945,334,4.0175,6.643333333,1.1125,,,,,,
Ambagan,1986,,,,0,,,,,,,,,
Barisal,1986,30.86583333,20.97416667,85.53166667,176.5833333,3.706666667,6.718333333,0.646666667,978000,531460,478875,171965,3663,6616
Bhola,1986,30.93333333,21.5,81.8825,219.8333333,3.340833333,5.310833333,0.475833333,,,,,,
Bogra,1986,30.5225,20.56416667,77.36916667,178.3333333,3.183333333,6.9325,0.978333333,657855,445610,178675,84285,71244,221192
Chandpur,1986,30.56166667,21.40166667,79.7775,172.4166667,2.715833333,5.509166667,0.566666667,,,,,,
Chittagong,1986,30.42583333,21.63916667,77.4125,234.1666667,3.495,6.825833333,3.313333333,544560,429280,160170,103573,,
Chuadanga,1986,,,,0,,,,,,,,,
Comilla,1986,30.6575,20.81,80.36583333,166,3.086666667,6.596666667,1.214166667,936750,531450,413310,160545,81295,329185
Cox's Bazar,1986,30.2275,22.14916667,78.125,242.4166667,3.2625,7.151666667,2.014166667,,,,,,
Dhaka,1986,31.22166667,21.65833333,75.42333333,208.3333333,3.8425,7.16,0.9375,621540,309690,282855,123688,144651,510765
Dinajpur,1986,29.69,19.6575,70.43666667,162.5833333,3.246666667,,1.165,869605,545785,382540,169910,45695,137870
Faridpur,1986,30.74166667,21.0375,78.3175,168.25,3.05,6.743333333,1.498333333,669400,255720,560900,149845,148180,483907
Feni,1986,30.35333333,21.14416667,79.03083333,207.75,3.881666667,6.400833333,1.016666667,,,,,,
Hatiya,1986,30.1,22.12583333,81.7125,218.8333333,4.028333333,6.63,2.293333333,,,,,,
Ishurdi,1986,31.15583333,19.78583333,76.22333333,124.0833333,3.45,6.786666667,2.1425,,,,,,
Jessore,1986,31.33333333,20.70583333,77.3225,176.5,3.645,6.0375,2.19,678820,412170,396590,156665,148118,556603
Khepupara,1986,30.5975,21.6575,85.46333333,148.4166667,3.495833333,,0.9675,,,,,,
Khulna,1986,31.39,21.01666667,81.38,184.5833333,3.719166667,6.641666667,1.3975,1039360,607875,83680,32150,36909,123798
Kutubdia,1986,29.58333333,22.16166667,81.37416667,178.9166667,4.1225,7.4025,2.066666667,,,,,,
M. Court,1986,30.26416667,21.40166667,81.2125,248.3333333,3.403333333,6.5825,1.079166667,,,,,,
Madaripur,1986,31.48166667,20.865,73.68416667,221.9166667,3.159166667,,0.395,,,,,,
Mongla,1986,,,,0,,,,,,,,,
Mymensingh,1986,29.90416667,20.86,74.3825,266.9166667,4.0675,5.970833333,1.925,673940,435315,440630,217721,134746,445273
Patuakhali,1986,30.7725,21.99166667,81.8125,59.58333333,3.504166667,5.055,1.698333333,751210,396315,207760,70645,666,1069
Rajshahi,1986,31.07416667,20.15083333,76.4825,125.8333333,3.310833333,7.110833333,2.076666667,1035080,557255,434905,154829,93491,299361
Rangamati,1986,30.46416667,21.03,76.41333333,204.0833333,3.625,,0.7325,17015,14895,14280,9796,289,696
Rangpur,1986,29.37416667,19.14916667,79.84666667,192.6666667,3.368333333,6.343333333,1.3425,1408610,930040,791700,290305,326481,1028664
Sandwip,1986,29.33583333,22.5675,82.76333333,252.6666667,3.409166667,,1.418333333,,,,,,
Satkhira,1986,32.30916667,21.44833333,70.90916667,166.25,3.8975,6.931666667,3.115833333,,,,,,
Sitakunda,1986,30.59333333,21.165,73.30833333,239.8333333,3.540833333,5.314166667,2.04,,,,,,
Srimongal,1986,30.00916667,19.48,72.8325,210.6666667,3.839166667,6.335833333,0.636666667,,,,,,
Syedpur,1986,,,,0,,,,,,,,,
Sylhet,1986,29.78,18.9625,77.7475,277.8333333,4.205,6.336666667,1.326666667,1131000,582750,417490,163149,10757,28968
Tangail,1986,,,,0,,,,378190,177945,219195,75990,62581,214630
Teknaf,1986,30.58916667,21.9,74.00916667,314.75,3.824166667,6.998333333,1.023333333,,,,,,
Ambagan,1987,,,,0,,,,,,,,,
Barisal,1987,30.9525,21.30666667,84.61833333,184.9166667,3.715,6.594166667,0.680833333,984260,544565,518090,215605,6229,11989
Bhola,1987,31.08,21.77666667,82.69666667,207.6666667,3.291666667,5.579166667,0.47,,,,,,
Bogra,1987,30.93083333,21.27333333,77.90916667,167.8333333,3.306666667,6.685,1.040833333,632080,410070,188455,90920,40771,130106
Chandpur,1987,30.45833333,21.90583333,78.74083333,183.6666667,2.831666667,5.994166667,0.799166667,,,,,,
Chittagong,1987,30.39833333,21.94,78.71333333,281.1666667,3.538333333,6.993333333,3.3575,620580,509515,144595,80500,,
Chuadanga,1987,,,,0,,,,,,,,,
Comilla,1987,30.38083333,21.41333333,81.35666667,165.9166667,3.329166667,6.991666667,1.52,938715,524325,429945,202280,103856,449483
Cox's Bazar,1987,30.30666667,22.55666667,79.63583333,396.9166667,3.436666667,6.998333333,1.959166667,,,,,,
Dhaka,1987,31.505,22.0725,76.40583333,182.25,3.646666667,7.213333333,1.134166667,695215,335545,329715,143855,122693,429457
Dinajpur,1987,29.84333333,20.23,73.1025,267.1666667,3.3675,,1.051666667,866875,525085,315110,145675,58018,178779
Faridpur,1987,31.16666667,21.6375,78.70666667,166.0833333,3.470833333,7.160833333,1.863333333,688955,258750,602530,211660,152328,504326
Feni,1987,30.285,21.385,80.81,283.25,3.830833333,6.4425,1.241666667,,,,,,
Hatiya,1987,30.16083333,22.44333333,80.49166667,245.5833333,3.888333333,6.904166667,2.4175,,,,,,
Ishurdi,1987,31.51666667,19.94583333,76.2875,139.25,3.0125,6.971666667,1.629166667,,,,,,
Jessore,1987,31.45833333,21.45833333,77.40916667,169.9166667,3.668333333,6.0275,2.089166667,663360,380690,532090,240375,117494,430005
Khepupara,1987,30.45,22.2075,88.84166667,248.6666667,3.53,,1.215,,,,,,
Khulna,1987,31.7925,21.28666667,80.26083333,160.1666667,3.72,7.0925,1.325833333,1010110,497020,84365,37430,32288,110442
Kutubdia,1987,29.68333333,22.655,83.12916667,305.0833333,3.906666667,7.244166667,1.9075,,,,,,
M. Court,1987,30.23916667,21.78583333,81.94083333,310.3333333,3.495,6.685,1.239166667,,,,,,
Madaripur,1987,31.655,21.26166667,73.71166667,111.0833333,3.4275,,0.964166667,,,,,,
Mongla,1987,,,,0,,,,,,,,,
Mymensingh,1987,30.25,21.34166667,79.87416667,193.0833333,3.683333333,6.188333333,1.556666667,639760,382480,430700,206995,111586,416177
Patuakhali,1987,30.79666667,22.365,81.28666667,47.08333333,3.465833333,5.230833333,1.6975,775400,379240,258005,88220,834,1439
Rajshahi,1987,31.5125,20.5975,76.45833333,129.5833333,3.1775,6.7925,1.746666667,991505,510140,384145,168770,75616,252610
Rangamati,1987,30.025,21.22333333,79.60583333,259.5833333,3.401666667,5.785,0.753333333,16240,15005,14250,9020,74,191
Rangpur,1987,29.6325,20.23583333,84.53666667,266.1666667,3.5375,6.593333333,1.46,1391705,887815,615535,245305,297560,1065277
Sandwip,1987,29.33,22.62416667,82.9075,297.0833333,3.448333333,7.070833333,1.855833333,,,,,,
Satkhira,1987,32.42333333,21.76416667,71.43083333,134.6666667,3.659166667,6.916666667,2.7175,,,,,,
Sitakunda,1987,30.4425,21.41666667,75.95666667,330.6666667,3.769166667,5.500833333,1.650833333,,,,,,
Srimongal,1987,30.12166667,19.80833333,74.86166667,171.4166667,4.0275,6.758333333,0.724166667,,,,,,
Syedpur,1987,,,,0,,,,,,,,,
Sylhet,1987,29.9575,20.18833333,79.66083333,392.1666667,4.264166667,6.0975,1.591666667,1098450,552580,473830,230180,6218,17486
Tangail,1987,30.26666667,20.91166667,77.56833333,145.8333333,3.518333333,6.318333333,1.920833333,420840,193500,240320,79140,55679,213214
Teknaf,1987,30.15583333,22.36916667,76.67916667,315.4166667,3.643333333,6.8125,1.125,,,,,,
Ambagan,1988,,,,0,,,,,,,,,
Barisal,1988,30.45666667,21.66416667,84.60916667,205.3333333,3.9075,6.551666667,0.768333333,978440,518635,576285,92870,8870,15630
Bhola,1988,30.645,21.905,85.1025,193.8333333,3.655,5.34,0.529166667,,,,,,
Bogra,1988,31.2175,20.8375,80.0575,187.5,3.460833333,6.496666667,1.271666667,530695,351510,77900,26423,24840,96355
Chandpur,1988,30.2775,22.0525,79.68583333,153.9166667,3.1125,5.226666667,0.8275,,,,,,
Chittagong,1988,30.66416667,22.07666667,78.28833333,234.8333333,3.719166667,6.5875,2.93,642560,514370,170545,50050,,
Chuadanga,1988,,,,0,,,,,,,,,
Comilla,1988,30.30833333,21.4825,82.05583333,187.4166667,3.641666667,6.483333333,1.8725,870745,496500,454210,91399,20,75
Cox's Bazar,1988,30.53916667,22.57416667,80.66333333,364.75,3.671666667,6.665833333,2.025833333,,,,,,
Dhaka,1988,31.50083333,22.09666667,77.19666667,206.8333333,3.970833333,6.755,1.125,573270,258080,283530,35201,111195,382680
Dinajpur,1988,30.17166667,20.27333333,72.3325,185.0833333,3.078333333,,0.933333333,858205,504820,340840,54713,79960,252865
Faridpur,1988,30.64083333,21.755,80.1925,181.9166667,3.558333333,6.9625,2.305833333,687575,211715,649690,31419,152745,526970
Feni,1988,30.445,21.63416667,81.85416667,249.4166667,3.9725,6.146666667,0.963333333,,,,,,
Hatiya,1988,29.87416667,22.565,81.71916667,296.75,3.955833333,6.595833333,3.080833333,,,,,,
Ishurdi,1988,31.135,20.505,78.6825,129,3.394166667,6.845833333,1.450833333,,,,,,
Jessore,1988,31.58,21.34833333,78.57333333,164.6666667,3.930833333,6.1425,2.380833333,651040,360325,552800,63365,148285,608440
Khepupara,1988,30.45666667,22.54416667,84.355,234,3.905,5.858333333,1.685833333,,,,,,
Khulna,1988,31.365,21.84916667,81.07,162.9166667,3.945833333,6.555833333,1.535833333,905605,524560,102505,17695,18155,75245
Kutubdia,1988,29.84833333,22.69083333,81.93916667,208.4166667,3.794166667,7.038333333,1.795833333,,,,,,
M. Court,1988,30.4225,21.89833333,82.37083333,257,3.551666667,6.701666667,0.9975,,,,,,
Madaripur,1988,31.35833333,21.44833333,74.49166667,153.6666667,3.5025,5.298333333,0.900833333,,,,,,
Mongla,1988,,,,0,,,,,,,,,
Mymensingh,1988,29.91666667,21.38416667,81.77083333,267.4166667,3.759166667,5.886666667,1.569166667,577835,378395,446685,111629,86415,369400
Patuakhali,1988,30.46833333,22.105,83.70416667,209.9166667,3.793333333,4.988333333,1.734166667,776035,411050,298585,27632,1230,2090
Rajshahi,1988,31.33166667,20.41916667,77.965,120.1666667,3.49,6.846666667,1.765833333,858180,421215,295115,26431,57700,183145
Rangamati,1988,30.40083333,21.635,78.74333333,262.4166667,3.56,5.680833333,0.708333333,15660,15675,12320,4519,155,380
Rangpur,1988,29.8825,20.525,82.12166667,210.3333333,3.393333333,6.511666667,1.679166667,1382000,868350,576225,99311,260045,926255
Sandwip,1988,29.41333333,22.67333333,83.25416667,315.5833333,3.36,7.053333333,1.495,,,,,,
Satkhira,1988,31.92833333,21.77416667,73.08833333,163.5833333,3.998333333,6.711666667,2.235833333,,,,,,
Sitakunda,1988,30.75,21.38583333,76.53166667,307.3333333,3.749166667,5.03,1.145,,,,,,
Srimongal,1988,30.28333333,19.98583333,78.18583333,236,4.165,6.5375,0.883333333,,,,,,
Syedpur,1988,,,,0,,,,,,,,,
Sylhet,1988,29.92,20.3975,80.39416667,457.9166667,4.303333333,5.960833333,1.4625,1048405,578830,353015,106477,2830,8715
Tangail,1988,30.3875,21.34833333,78.9775,178.3333333,3.395,6.300833333,1.8825,386730,160535,193050,12340,71990,261295
Teknaf,1988,30.5375,22.04166667,76.02833333,272.5,4.014166667,6.83,1.220833333,,,,,,
Ambagan,1971,,,,0,,,,,,,,,
Barisal,1971,29.56416667,20.945,80.2525,183.5,4.175,6.9875,1.474166667,,,,,,
Bhola,1971,29.5025,20.89666667,83.2775,202.75,3.774166667,,1.0625,,,,,,
Bogra,1971,30.11583333,20.03666667,76.18583333,148.25,3.701666667,7.699166667,1.194166667,658210,350460,228600,81120,59005,171955
Chandpur,1971,29.71,21.5425,79.04666667,160.1666667,2.906666667,,1.193333333,,,,,,
Chittagong,1971,29.52833333,21.34416667,78.9525,245.5,4.076666667,6.97,2.3975,517235,258050,217790,100405,535,1725
Chuadanga,1971,,,,0,,,,,,,,,
Comilla,1971,30.14166667,20.575,80.21833333,140,2.615833333,,1.283333333,965080,452930,564220,213480,137550,462170
Cox's Bazar,1971,29.26166667,21.3225,79.8575,330.5,3.915,7.473333333,2.365,,,,,,
Dhaka,1971,29.51583333,20.875,75.55916667,201.3333333,3.7875,7.029166667,1.239166667,674300,266655,400750,145300,194695,686040
Dinajpur,1971,29.96416667,19.75083333,74.24,139.8333333,2.7825,,0.7075,893380,455405,489920,189150,111815,271515
Faridpur,1971,29.79416667,20.55333333,78.21916667,169.8333333,3.536666667,,1.226666667,686009,181385,479420,142475,239680,668180
Feni,1971,,,,0,,,,,,,,,
Hatiya,1971,29.11583333,22.8075,80.37166667,287.5,3.515833333,,1.985,,,,,,
Ishurdi,1971,30.73833333,20.14,74.70416667,120.5833333,3.485,,1.904166667,,,,,,
Jessore,1971,30.835,19.85333333,77.20416667,175.25,3.881666667,6.640833333,1.908333333,516210,94430,637010,226515,173135,528630
Khepupara,1971,,,,0,,,,,,,,,
Khulna,1971,31.1575,21.725,78.97333333,71.83333333,2.5375,,0.673333333,927445,255935,83640,33645,42520,133115
Kutubdia,1971,,,,0,,,,,,,,,
M. Court,1971,29.27416667,20.67916667,80.39166667,304,3.446666667,,0.8225,,,,,,
Madaripur,1971,,,,0,,,,,,,,,
Mongla,1971,,,,0,,,,,,,,,
Mymensingh,1971,30.31166667,20.59583333,77.845,183.25,3.7125,,0.935833333,1051810,450930,709830,237810,271025,797580
Patuakhali,1971,,,,0,,,,690675,139215,127670,34190,2165,4415
Rajshahi,1971,31.1125,20.43416667,75.44333333,149.5,3.71,,1.206666667,1142560,584540,463400,170740,69935,179900
Rangamati,1971,30.165,21.8675,79.415,182.5833333,4.08,,1.690833333,,,,,,
Rangpur,1971,30.43833333,19.32,80.17166667,131.5833333,3.09,,1.096666667,1286790,731755,916840,367785,388695,1255935
Sandwip,1971,29.25416667,22.5925,86.105,329.0833333,2.785,,1.835,,,,,,
Satkhira,1971,30.54833333,20.90666667,76.9275,164.4166667,3.486666667,,1.244166667,,,,,,
Sitakunda,1971,,,,0,,,,,,,,,
Srimongal,1971,29.94083333,18.365,81.37166667,170,3.439166667,,0.53,,,,,,
Syedpur,1971,,,,0,,,,,,,,,
Sylhet,1971,28.98666667,19.88166667,78.50083333,283.5833333,4.5925,6.440833333,1.479166667,1241590,645600,355030,157025,28480,95915
Tangail,1971,,,,0,,,,242360,69425,198640,60490,124410,323200
Teknaf,1971,,,,0,,,,,,,,,
Ambagan,1989,,,,0,,,,,,,,,
Barisal,1989,30.19916667,21.0075,83.1875,166.1666667,3.490833333,6.994166667,0.87,944635,453095,545415,212825,7960,238250
Bhola,1989,30.41583333,21.435,83.58833333,165.3333333,3.369166667,5.435833333,0.995,,,,,,
Bogra,1989,31.07916667,20.19833333,77.77083333,117.75,3.0125,6.925833333,1.453333333,487065,325785,57730,31165,43950,1755
Chandpur,1989,30.39333333,21.53166667,78.42166667,100.8333333,2.784166667,5.505833333,0.8425,,,,,,
Chittagong,1989,30.14166667,21.40416667,76.75166667,216.5,3.51,7.21,3.294166667,702605,514385,99944,54785,,
Chuadanga,1989,31.28416667,20.5325,,0,,,1.145,,,,,,
Comilla,1989,30.135,20.69583333,81.7775,119.9166667,3.234166667,6.816666667,1.393333333,712680,424130,356485,209070,52435,256670
Cox's Bazar,1989,30.27,21.73416667,78.40333333,255.5,3.514166667,7.175,2.235833333,,,,,,
Dhaka,1989,31.39333333,21.67166667,74.50166667,135.5833333,3.3775,7.079166667,1.298333333,367715,148600,324355,108760,119975,178385
Dinajpur,1989,29.94583333,19.45416667,73.87583333,159.4166667,2.823333333,6.52,1.0225,1011355,624425,314955,133035,71820,171490
Faridpur,1989,30.48416667,21.02916667,78.4125,119.8333333,3.02,7.239166667,2.123333333,669925,174735,688820,232700,154590,349485
Feni,1989,30.28333333,21.07583333,78.76416667,260,3.770833333,6.4425,1.1875,,,,,,
Hatiya,1989,29.74083333,22.06,80.34166667,202.3333333,3.611666667,6.998333333,2.731666667,,,,,,
Ishurdi,1989,31.17166667,19.47333333,75.245,103.5833333,2.88,6.938333333,1.45,,,,,,
Jessore,1989,31.5025,20.68666667,77.24166667,93.08333333,3.574166667,6.755833333,2.044166667,568290,343025,517310,229615,121835,26800
Khepupara,1989,29.8875,22.12,80.56666667,186.5833333,3.605833333,6.27,1.823333333,,,,,,
Khulna,1989,31.21666667,21.17416667,78.81583333,116.8333333,3.265833333,7.186666667,1.560833333,972330,462000,123975,58115,26680,458650
Kutubdia,1989,29.38166667,21.8175,81.685,178.75,3.5525,7.5,1.8575,,,,,,
M. Court,1989,30.06916667,21.60166667,81.11666667,209.6666667,3.3125,6.841666667,0.8425,,,,,,
Madaripur,1989,31.2675,21.08166667,72.39916667,93.5,3.306666667,5.36,1.065833333,,,,,,
Mongla,1989,30.79833333,22.37833333,78.325,0,,,1.725833333,,,,,,
Mymensingh,1989,29.86833333,20.55083333,79.65083333,191.6666667,3.44,6.135,1.2425,509685,289265,411745,182555,65100,160300
Patuakhali,1989,30.06416667,21.94416667,81.95833333,154.1666667,3.315833333,5.820833333,1.528333333,786065,311490,288825,90675,1125,298565
Rajshahi,1989,31.4625,19.43,75.93083333,110.4166667,3.074166667,7.090833333,1.634166667,777010,450810,386550,161665,62055,189885
Rangamati,1989,30.04666667,20.87833333,76.78166667,219.75,3.175,6.14,0.858333333,15655,11560,12495,7350,125,250
Rangpur,1989,29.59666667,19.73166667,79.655,156.5,3.165833333,6.531666667,1.745833333,1308645,844570,489665,216580,266230,905215
Sandwip,1989,29.20416667,22.09583333,82.74583333,223.4166667,3.345,7.268333333,1.999166667,,,,,,
Satkhira,1989,31.665,21.54833333,77.72833333,112.1666667,3.320833333,6.989166667,2.1825,,,,,,
Sitakunda,1989,30.2825,20.50833333,77.39833333,211.5,3.651666667,5.4575,1.045,,,,,,
Srimongal,1989,30.48083333,19.33,79.735,165.75,3.566666667,6.8875,0.73,,,,,,
Syedpur,1989,,,,0,,,,,,,,,
Sylhet,1989,29.64583333,20.16,78.92,460.25,4.005,6.183333333,1.121666667,803170,373735,421555,226820,965,2510
Tangail,1989,30.25833333,20.6625,78.79416667,131.5833333,2.656666667,6.610833333,1.266666667,88810,39530,202500,64040,32045,223645
Teknaf,1989,30.08583333,21.6175,76.18916667,337.8333333,3.520833333,7.525,1.309166667,,,,,,
Ambagan,1990,,,,0,,,,,,,,,
Barisal,1990,30.04666667,21.1825,85.12666667,198.1666667,4.240833333,6.253333333,0.7525,952930,573240,459060,202790,4580,13510
Bhola,1990,30.0725,21.74333333,86.02,184.9166667,3.958333333,4.904166667,0.658333333,,,,,,
Bogra,1990,30.78833333,20.60833333,82.865,173.0833333,3.603333333,6.331666667,1.38,581050,458680,40500,20965,40730,171880
Chandpur,1990,30.0075,21.90916667,80.86083333,163,3.548333333,5.096666667,0.66,,,,,,
Chittagong,1990,30.03833333,21.75833333,79.75333333,237.6666667,4.409166667,6.264166667,2.339166667,673750,526470,113005,73215,,
Chuadanga,1990,30.92166667,21.09416667,,0,,,0.935833333,,,,,,
Comilla,1990,30.01583333,20.8375,84.2325,184.25,3.900833333,6.3575,0.849166667,885545,667890,309255,161980,60550,227060
Cox's Bazar,1990,30.08166667,22.3875,81.51416667,345,4.364166667,6.276666667,2.165,,,,,,
Dhaka,1990,30.02833333,22.18416667,78.1175,175.25,4.143333333,7.029166667,1.295833333,430280,241600,263270,109475,101320,323210
Dinajpur,1990,29.65333333,19.87333333,79.7775,173.4166667,3.415833333,6.4025,1.12,1082910,763120,215110,82140,49280,126650
Faridpur,1990,30.02666667,21.27583333,81.49083333,165.4166667,3.760833333,6.650833333,1.9075,532970,195170,588790,206795,152170,541720
Feni,1990,29.9725,21.22166667,81.52333333,331.6666667,4.293333333,6.4425,1.015,,,,,,
Hatiya,1990,29.44333333,22.41916667,84.18333333,250.75,3.875,6.530833333,2.2025,,,,,,
Ishurdi,1990,30.41333333,20.35583333,80.0275,174.9166667,3.785833333,6.306666667,1.196666667,,,,,,
Jessore,1990,31.05583333,20.83166667,81.21,140.5,4.174166667,6.134166667,1.9475,704570,538590,380225,172115,123710,487420
Khepupara,1990,29.73166667,22.43,82.265,267.6666667,4.119166667,5.4175,1.621666667,,,,,,
Khulna,1990,30.92166667,21.3975,82.365,161.5,3.95,6.2975,1.201666667,1072710,654590,102320,46045,25590,107480
Kutubdia,1990,29.33083333,22.26083333,84.3,322.1666667,3.921666667,6.785833333,2.0825,,,,,,
M. Court,1990,29.45083333,22.165,83.47833333,292.6666667,3.788333333,5.930833333,0.699166667,,,,,,
Madaripur,1990,30.785,21.28583333,76.72416667,180.75,4.135,5.3725,1.215833333,,,,,,
Mongla,1990,30.44583333,22.43,82.69916667,0,,,1.245,,,,,,
Mymensingh,1990,29.67833333,20.18583333,81.4675,203.25,3.940833333,5.598333333,1.061666667,584820,385390,328765,154895,50170,183120
Patuakhali,1990,29.69333333,22.15333333,84.69833333,234.8333333,3.928333333,5.200833333,1.216666667,769080,394960,175200,68270,980,1370
Rajshahi,1990,30.93666667,19.61166667,81.0975,147.0833333,3.711666667,6.460833333,1.59,1008425,675610,359165,156050,55550,166650
Rangamati,1990,30.01166667,20.91166667,80.05666667,181.3333333,3.881666667,6.15,0.735833333,16270,13160,12595,7845,2700,6590
Rangpur,1990,29.22083333,20.0525,82.37333333,207.25,3.704166667,6.21,1.545,1458990,1070760,356415,156665,284170,877930
Sandwip,1990,29.09916667,21.89916667,83.95166667,301.1666667,3.849166667,6.454166667,1.686666667,,,,,,
Satkhira,1990,31.15916667,21.72333333,79.90083333,151.75,3.831666667,6.141666667,2.044166667,,,,,,
Sitakunda,1990,30.11333333,21.2125,79.7575,279.5833333,4.060833333,4.758333333,0.9975,,,,,,
Srimongal,1990,30.10833333,19.81333333,81.4675,247,4.085,6.026666667,0.351666667,,,,,,
Syedpur,1990,,,,0,,,,,,,,,
Sylhet,1990,29.59416667,20.6325,81.03083333,373.6666667,4.629166667,5.430833333,1.226666667,980590,575960,527020,263215,2940,8080
Tangail,1990,29.84833333,20.95416667,81.28416667,131.6666667,3.449166667,5.956666667,1.259166667,305710,170370,159440,49350,97870,313180
Teknaf,1990,29.70666667,22.055,79.72833333,299.6666667,3.574166667,6.386666667,0.895833333,,,,,,
Ambagan,1991,,,,0,,,,,,,,,
Barisal,1991,30.2375,21.28166667,84.4575,199.3333333,4.180833333,5.93,0.903333333,939650,531860,440580,181510,4280,13610
Bhola,1991,30.3025,21.79916667,87.425,222.3333333,3.753333333,4.6075,0.71,,,,,,
Bogra,1991,30.69416667,20.4725,80.6125,190.9166667,3.655,6.0375,1.1875,619240,486210,41730,24170,36610,142410
Chandpur,1991,29.9825,21.82833333,80.94583333,195.5,3.405833333,4.774166667,0.670833333,,,,,,
Chittagong,1991,30.0975,21.85333333,78.9525,271.4166667,4.023333333,6.681666667,2.398333333,660810,537650,119380,87790,,
Chuadanga,1991,32.14666667,21.17916667,,0,,,0.7075,,,,,,
Comilla,1991,29.8025,20.68333333,85.09833333,242.8333333,3.93,5.246666667,1.325,888160,611860,306800,177220,60990,244570
Cox's Bazar,1991,30.1925,22.32166667,80.4775,327.25,4.155833333,6.101666667,2.045,,,,,,
Dhaka,1991,30.11416667,22.00833333,75.55916667,237.5,4.1175,7.029166667,1.238333333,479930,249020,224780,89550,106650,385010
Dinajpur,1991,29.885,19.64666667,78.24333333,167.6666667,3.384166667,6.370833333,0.98,1057600,793460,215360,88510,63010,169660
Faridpur,1991,30.27916667,21.06,81.30333333,179.6666667,3.6075,6.374166667,1.778333333,498260,194890,497050,139140,171160,575100
Feni,1991,30.05833333,20.56916667,81.0125,352.5833333,4.144166667,6.4425,1.263333333,,,,,,
Hatiya,1991,29.32916667,22.71666667,84.37166667,280.1666667,3.781666667,6.24,2.5325,,,,,,
Ishurdi,1991,30.875,20.39666667,78.5275,141.3333333,3.645833333,6.130833333,1.044166667,,,,,,
Jessore,1991,31.65666667,20.96833333,80.36833333,171,4.028333333,5.7675,1.743333333,716000,529220,324580,150680,132410,570690
Khepupara,1991,30.20833333,22.63,80.9025,256.9166667,3.8875,5.273333333,2.191666667,,,,,,
Khulna,1991,31.03333333,21.6775,81.49833333,149.3333333,3.65,6.369166667,1.314166667,997570,627900,92660,48270,26950,120470
Kutubdia,1991,29.50166667,22.22166667,83.69,283.3333333,3.6425,6.758333333,2.345833333,,,,,,
M. Court,1991,29.41083333,22.1425,82.5775,291.25,3.485,5.499166667,0.855,,,,,,
Madaripur,1991,30.8725,21.30416667,76.50916667,200.4166667,4.131666667,4.853333333,1.3825,,,,,,
Mongla,1991,30.825,22.545,82.34416667,163.0833333,4.1275,,1.375,,,,,,
Mymensingh,1991,29.66666667,18.9875,81.05833333,239.3333333,3.89,5.025833333,1.029166667,611070,339460,316070,141370,57380,198530
Patuakhali,1991,29.99833333,22.27666667,83.28666667,223.4166667,3.668333333,5.045833333,1.200833333,768630,332770,196730,81120,1160,1690
Rajshahi,1991,31.36083333,19.86,79.14,124.9166667,3.578333333,6.365833333,1.539166667,1011270,730970,340160,137150,56170,180310
Rangamati,1991,30.12083333,20.78333333,79.74416667,246.4166667,3.81,5.7775,0.859166667,17420,15100,13300,8160,2700,6590
Rangpur,1991,29.38833333,19.93416667,81.42666667,205.25,3.78,5.821666667,1.549166667,1522980,1112230,372690,154960,319530,1166280
Sandwip,1991,29.21333333,22.15833333,83.26416667,264.5833333,3.498333333,6.576666667,1.904166667,,,,,,
Satkhira,1991,31.49833333,21.91916667,79.79583333,146.1666667,3.7825,5.945,2.1325,,,,,,
Sitakunda,1991,30.15416667,21.39416667,78.04416667,259.3333333,4.079166667,3.946666667,1.345833333,,,,,,
Srimongal,1991,29.88916667,19.64666667,81.955,202.4166667,3.774166667,5.66,0.540833333,,,,,,
Syedpur,1991,29.54416667,19.69916667,72.29583333,0,3.579166667,,1.75,,,,,,
Sylhet,1991,29.1175,19.91083333,80.81166667,385.5833333,4.584166667,5.3475,1.215,1040900,627130,479180,268980,2380,7730
Tangail,1991,29.92083333,20.75,80.06416667,229,3.469166667,5.664166667,1.431666667,339330,176940,154140,47250,98710,334630
Teknaf,1991,30.07166667,22.49916667,78.8175,414.25,3.910833333,6.549166667,1.009166667,,,,,,
Ambagan,1992,,,,0,,,,,,,,,
Barisal,1992,30.47916667,21.24666667,84.24,119.9166667,3.531666667,6.38,0.876666667,931550,484260,437330,169760,3880,12140
Bhola,1992,30.33083333,21.64083333,85.92333333,135.5833333,3.181666667,5.0975,0.6825,,,,,,
